query_id	update_id	nugget_id	match_start	match_end	auto_p
TS14.11	1326514500-12f951caf334948c65d75337606da320-26	VMTS14.11.040	74	89	0
TS14.11	1326514500-12f951caf334948c65d75337606da320-26	VMTS14.11.041	57	69	0
TS14.11	1326517740-dcda1cfd964805356b98e66ddf2123cd-38	VMTS14.11.033	7	35	0
TS14.11	1326517740-dcda1cfd964805356b98e66ddf2123cd-38	VMTS14.11.208	41	83	0
TS14.11	1326522000-38ca233609991cf0a6937ff4caba5d75-0	VMTS14.11.037	40	57	0
TS14.11	1326522000-38ca233609991cf0a6937ff4caba5d75-0	VMTS14.11.131	62	96	0
TS14.11	1326534000-0bcbf1c727661f2d64a29b04ec8fac18-80	VMTS14.11.132	80	90	1
TS14.11	1326540660-fd7fccef6edef8740b862d56ebacda77-28	VMTS14.11.004	33	94	0
TS14.11	1326540660-fd7fccef6edef8740b862d56ebacda77-28	VMTS14.11.072	0	22	0
TS14.11	1326545760-dbc7dae14aebbafb55d2cb64537d6440-18	VMTS14.11.008	49	89	0
TS14.11	1326546960-bcfdeaa2503d9757f6454a0e3e6d4ea9-106	VMTS14.11.002	67	121	0
TS14.11	1326549780-006f45bce7215c71eae44112c1de37a9-40	VMTS14.11.001	0	106	0
TS14.11	1326549780-006f45bce7215c71eae44112c1de37a9-40	VMTS14.11.036	0	105	0
TS14.11	1326553200-7335883edf7f569d0d136b72fd397fcf-35	VMTS14.11.001	8	70	0
TS14.11	1326554580-b067f9b6793442ccfe255270b7f42ad9-7	VMTS14.11.019	4	89	0
TS14.11	1326554760-2d68adccd9044eaee544adf344c78ae8-35	VMTS14.11.033	8	39	0
TS14.11	1326560400-64f3ec2392c124b43d1a98a809c5f7a5-85	VMTS14.11.002	108	159	0
TS14.11	1326567360-f0a5d07666cd0dfef9765f5ddbb0b640-33	VMTS14.11.004	152	177	0
TS14.11	1326567360-f0a5d07666cd0dfef9765f5ddbb0b640-33	VMTS14.11.005	47	126	0
TS14.11	1326567360-f0a5d07666cd0dfef9765f5ddbb0b640-33	VMTS14.11.180	178	208	0
TS14.11	1326567420-e1d47d54a0a7e897dce55449e718742b-39	VMTS14.11.002	4	87	0
TS14.11	1326567420-e1d47d54a0a7e897dce55449e718742b-39	VMTS14.11.135	90	156	0
TS14.11	1326570000-ae5d1979aa237b9d547e72e9a1199b92-0	VMTS14.11.003	0	47	0
TS14.11	1326570000-ae5d1979aa237b9d547e72e9a1199b92-190	VMTS14.11.026	46	113	0
TS14.11	1326570000-ae5d1979aa237b9d547e72e9a1199b92-209	VMTS14.11.194	24	68	0
TS14.11	1326570000-ae5d1979aa237b9d547e72e9a1199b92-227	VMTS14.11.004	69	102	0
TS14.11	1326570000-ae5d1979aa237b9d547e72e9a1199b92-227	VMTS14.11.045	0	60	0
TS14.11	1326570000-ae5d1979aa237b9d547e72e9a1199b92-239	VMTS14.11.002	31	75	0
TS14.11	1326570000-ae5d1979aa237b9d547e72e9a1199b92-251	VMTS14.11.002	4	67	0
TS14.11	1326574860-9ea19d68c57b8e81691e279270adabc6-35	VMTS14.11.001	8	70	0
TS14.11	1326574860-9ea19d68c57b8e81691e279270adabc6-45	VMTS14.11.002	283	317	0
TS14.11	1326574860-9ea19d68c57b8e81691e279270adabc6-45	VMTS14.11.024	264	279	0
TS14.11	1326574860-9ea19d68c57b8e81691e279270adabc6-45	VMTS14.11.037	253	261	0
TS14.11	1326574860-9ea19d68c57b8e81691e279270adabc6-45	VMTS14.11.072	195	252	0
TS14.11	1326574860-9ea19d68c57b8e81691e279270adabc6-45	VMTS14.11.093	0	55	0
TS14.11	1326577080-d5f0ee1fd96ba1c969e3a30f8c860d81-237	VMTS14.11.250	0	144	0
TS14.11	1326577080-d5f0ee1fd96ba1c969e3a30f8c860d81-282	VMTS14.11.064	0	52	0
TS14.11	1326577080-d5f0ee1fd96ba1c969e3a30f8c860d81-366	VMTS14.11.156	80	140	0
TS14.11	1326577080-d5f0ee1fd96ba1c969e3a30f8c860d81-366	VMTS14.11.201	0	79	0
TS14.11	1326577080-d5f0ee1fd96ba1c969e3a30f8c860d81-520	VMTS14.11.004	17	67	0
TS14.11	1326580800-570b41910d2fa9565a01d4ed2459e75e-0	VMTS14.11.019	0	45	0
TS14.11	1326588000-13c1bd87d7a83e4e2981f2a8ac0ca96f-58	VMTS14.11.064	27	122	0
TS14.11	1326596100-ee2605db3a76371ae83425a83cc7b830-35	VMTS14.11.004	131	174	0
TS14.11	1326601560-b1da6dc7c08eb7fa06b33b87d1963861-179	VMTS14.11.090	31	84	0
TS14.11	1326603600-f0fcc0ca40d5a1fa582e604df64592d5-117	VMTS14.11.002	3	97	0
TS14.11	1326608160-01fbe4bc16275a5b4387b24b0073952d-17	VMTS14.11.020	79	171	0
TS14.11	1326618900-30f36d29b3f9b0034b25004e33ae34a0-20	VMTS14.11.002	50	141	0
TS14.11	1326623340-1b5fa6e54864035e27313d90aff318fd-53	VMTS14.11.202	0	42	0
TS14.11	1326628020-bfd62e1b45885e71e2a213167750e8c8-57	VMTS14.11.250	4	133	0
TS14.11	1326628020-bfd62e1b45885e71e2a213167750e8c8-58	VMTS14.11.128	65	92	0
TS14.11	1326635160-687cf9c2bfba42928fee4f978f248a9f-54	VMTS14.11.099	48	142	0
TS14.11	1326637980-297f8924741314e1a9581e6e4b35a3e1-39	VMTS14.11.065	2	105	0
TS14.11	1326644820-58a7b7d31ebb152b09804bba549e3a0d-18	VMTS14.11.014	4	62	0
TS14.11	1326644820-58a7b7d31ebb152b09804bba549e3a0d-24	VMTS14.11.098	0	83	0
TS14.11	1326644820-58a7b7d31ebb152b09804bba549e3a0d-4	VMTS14.11.093	55	82	0
TS14.11	1326644820-58a7b7d31ebb152b09804bba549e3a0d-5	VMTS14.11.019	0	65	0
TS14.11	1326650280-3393b73a6cf3bff668300a35d65ef46e-28	VMTS14.11.019	45	160	0
TS14.11	1326650940-cc6274ca9d8b792ea5f788c79d4b3e34-138	VMTS14.11.004	102	136	0
TS14.11	1326650940-cc6274ca9d8b792ea5f788c79d4b3e34-138	VMTS14.11.005	5	99	0
TS14.11	1326650940-cc6274ca9d8b792ea5f788c79d4b3e34-138	VMTS14.11.016	137	169	0
TS14.11	1326655440-7079d8a1986dc08a228d832c6a1dc086-21	VMTS14.11.019	0	64	0
TS14.11	1326661020-147e5b92396787c1c14a594a084d2801-134	VMTS14.11.003	16	133	0
TS14.11	1326667620-8190437537758100f4a564dd356d4e45-84	VMTS14.11.168	23	103	0
TS14.11	1326668760-6342eb17e43cdb90bbfdf4a05e24733f-20	VMTS14.11.009	0	125	0
TS14.11	1326668760-6342eb17e43cdb90bbfdf4a05e24733f-23	VMTS14.11.004	60	79	0
TS14.11	1326668760-6342eb17e43cdb90bbfdf4a05e24733f-23	VMTS14.11.024	0	51	0
TS14.11	1326669300-b33b85f72ba9f25b571e940298a740b3-134	VMTS14.11.193	0	69	0
TS14.11	1326669300-b33b85f72ba9f25b571e940298a740b3-136	VMTS14.11.239	85	264	0
TS14.11	1326670140-6ccf2533595cf8735abb99b3fcaa1dfb-43	VMTS14.11.001	0	119	0
TS14.11	1326670140-9e7f09fb829e51ae87d3d421910020a0-49	VMTS14.11.032	10	72	0
TS14.11	1326672420-8a50b41516aaa60e76fc45bbcf9ae317-81	VMTS14.11.004	15	45	0
TS14.11	1326672900-cb61b9f6221aaa831d9431eacd836a66-10	VMTS14.11.083	88	122	0
TS14.11	1326672900-cb61b9f6221aaa831d9431eacd836a66-11	VMTS14.11.004	60	79	0
TS14.11	1326672900-cb61b9f6221aaa831d9431eacd836a66-11	VMTS14.11.024	0	51	0
TS14.11	1326674100-33e716e08e3cfda18186247c64504737-115	VMTS14.11.196	29	127	0
TS14.11	1326675360-efec3409f8ae374ed4be8ba506c4f8a9-41	VMTS14.11.125	108	157	0
TS14.11	1326681300-0c276f11a5ea7ba563058ce42f5565ea-45	VMTS14.11.020	3	71	0
TS14.11	1326683700-d2b7b4fe18bbc62f37b3f610e853940e-181	VMTS14.11.001	4	66	0
TS14.11	1326683700-d2b7b4fe18bbc62f37b3f610e853940e-181	VMTS14.11.016	67	105	0
TS14.11	1326683700-d2b7b4fe18bbc62f37b3f610e853940e-208	VMTS14.11.124	54	102	0
TS14.11	1326683700-d2b7b4fe18bbc62f37b3f610e853940e-213	VMTS14.11.192	44	54	1
TS14.11	1326683760-16c39f1ece26760551ad0d3d1fad8174-119	VMTS14.11.008	0	71	0
TS14.11	1326693900-9d8dce6d69e182cea9334a736f5cbbd0-11	VMTS14.11.123	69	114	0
TS14.11	1326694020-e24f791aa4a27bb60cb1b659a33ca8ca-26	VMTS14.11.099	0	65	0
TS14.11	1326695040-0aacc1c632ba1a9b47e87a3d19fdf22f-15	VMTS14.11.161	0	99	0
TS14.11	1326695280-a58789086afd1a504c523ac271a524ef-9	VMTS14.11.077	27	68	0
TS14.11	1326699000-cbf9f0a756a316937e42b4c68726bdce-130	VMTS14.11.019	0	70	0
TS14.11	1326703980-b357a3bcae3b23ecc881898fddee94d0-146	VMTS14.11.037	65	123	0
TS14.11	1326707280-294fe543161bcc3f0cdbcb2e8a34db73-94	VMTS14.11.099	70	174	0
TS14.11	1326708180-32dfd1444e261a1137bed0303ee58262-14	VMTS14.11.020	3	128	0
TS14.11	1326711180-891978207928f5d29f59166055a423f1-6	VMTS14.11.032	5	71	0
TS14.11	1326711180-891978207928f5d29f59166055a423f1-6	VMTS14.11.113	86	168	0
TS14.11	1326715380-9f655afed37fb1dd2b4df3f86a33bb9a-6	VMTS14.11.103	65	79	0
TS14.11	1326715380-9f655afed37fb1dd2b4df3f86a33bb9a-6	VMTS14.11.165	16	63	0
TS14.11	1326718200-4c6a1257eec22792e3a7376aa7f7821e-52	VMTS14.11.002	29	103	0
TS14.11	1326721560-93c6d77b5013c8034550aa65b07df186-20	VMTS14.11.009	82	96	0
TS14.11	1326721560-93c6d77b5013c8034550aa65b07df186-20	VMTS14.11.024	7	48	0
TS14.11	1326721560-93c6d77b5013c8034550aa65b07df186-20	VMTS14.11.037	56	76	0
TS14.11	1326722880-67067d397db3ad2fa96f81f3c24a2a05-68	VMTS14.11.099	10	118	0
TS14.11	1326731880-b0d1a52ae3c67a2e7b9f72a32fd523fd-56	VMTS14.11.020	4	61	0
TS14.11	1326734280-c0aca63679737e1ffbc7516def8dcc9e-37	VMTS14.11.183	5	79	0
TS14.11	1326737820-6468ffe82a6bf5b959c3eeda95d54fe2-14	VMTS14.11.031	0	99	0
TS14.11	1326739500-1422d5a98a2b904518aa0e1ae072bfe1-111	VMTS14.11.002	34	114	0
TS14.11	1326739500-1422d5a98a2b904518aa0e1ae072bfe1-15	VMTS14.11.021	137	167	0
TS14.11	1326739500-1422d5a98a2b904518aa0e1ae072bfe1-15	VMTS14.11.022	121	132	0
TS14.11	1326739500-1422d5a98a2b904518aa0e1ae072bfe1-15	VMTS14.11.023	97	118	0
TS14.11	1326739500-1422d5a98a2b904518aa0e1ae072bfe1-21	VMTS14.11.002	4	134	0
TS14.11	1326739500-1422d5a98a2b904518aa0e1ae072bfe1-26	VMTS14.11.002	29	103	0
TS14.11	1326739560-914627e6e589ab693a320ccd06dc2633-41	VMTS14.11.004	179	225	0
TS14.11	1326739560-914627e6e589ab693a320ccd06dc2633-41	VMTS14.11.026	166	195	0
TS14.11	1326739560-914627e6e589ab693a320ccd06dc2633-41	VMTS14.11.037	7	45	0
TS14.11	1326739560-914627e6e589ab693a320ccd06dc2633-41	VMTS14.11.131	128	157	0
TS14.11	1326739560-ca4a49da6037f6147b9f74d593c93014-110	VMTS14.11.239	2	55	0
TS14.11	1326739560-ca4a49da6037f6147b9f74d593c93014-64	VMTS14.11.099	10	93	0
TS14.11	1326741360-4f97301aa4618d937de960b2d5245e33-84	VMTS14.11.032	3	36	0
TS14.11	1326742980-447642fbdcb422ac835c0ca5033b2324-127	VMTS14.11.099	56	122	0
TS14.11	1326742980-447642fbdcb422ac835c0ca5033b2324-127	VMTS14.11.163	87	185	0
TS14.11	1326743100-dfdbd2004a010c6856f2b6147db1f81f-27	VMTS14.11.004	110	157	0
TS14.11	1326746280-1dd22e7f241b4c9eedab5064f5b0e576-54	VMTS14.11.103	48	62	0
TS14.11	1326746280-1dd22e7f241b4c9eedab5064f5b0e576-54	VMTS14.11.216	0	45	0
TS14.11	1326746400-a1cd8d62dc39827121a48fb29328a5d2-0	VMTS14.11.117	0	54	0
TS14.11	1326747000-e7e6e98f8ed6f07ab6b474252dc456e9-46	VMTS14.11.114	0	86	0
TS14.11	1326747120-b1e2c759b5318efce14c0fe6090f7cb6-177	VMTS14.11.099	70	189	0
TS14.11	1326747600-390ca02aa1c908d9ce1ed9f53c63fc25-27	VMTS14.11.156	16	77	0
TS14.11	1326751560-f718ba481028fbf28f7bc7bb03623ce3-119	VMTS14.11.242	0	135	0
TS14.11	1326751740-eb810c74f7f07f3f9819f497413dc771-21	VMTS14.11.034	0	98	0
TS14.11	1326752460-f0ce46dd03013aa1d2bfe6e852cc0cd4-45	VMTS14.11.004	0	49	0
TS14.11	1326753720-d501f776ed2821a5645161585f0a0749-200	VMTS14.11.130	81	141	0
TS14.11	1326753720-d501f776ed2821a5645161585f0a0749-252	VMTS14.11.001	0	36	0
TS14.11	1326753720-d501f776ed2821a5645161585f0a0749-264	VMTS14.11.001	0	36	0
TS14.11	1326753720-d501f776ed2821a5645161585f0a0749-276	VMTS14.11.001	0	36	0
TS14.11	1326759900-5bff36c3dc74d59b61fe748fb07acd48-168	VMTS14.11.001	0	36	0
TS14.11	1326759900-5bff36c3dc74d59b61fe748fb07acd48-180	VMTS14.11.001	0	36	0
TS14.11	1326759900-5bff36c3dc74d59b61fe748fb07acd48-192	VMTS14.11.001	0	36	0
TS14.11	1326759900-84b1e32ef990ffd2df3cc368df12ee82-252	VMTS14.11.001	0	36	0
TS14.11	1326759900-84b1e32ef990ffd2df3cc368df12ee82-264	VMTS14.11.001	0	36	0
TS14.11	1326759900-84b1e32ef990ffd2df3cc368df12ee82-276	VMTS14.11.001	0	36	0
TS14.11	1326760440-0d3e2399a98612e8ada47435d9ab9393-1	VMTS14.11.008	0	44	0
TS14.11	1326760440-0d3e2399a98612e8ada47435d9ab9393-1	VMTS14.11.032	54	81	0
TS14.11	1326760800-aa4aedb99fd9b0d16f41577a9c6d86ad-34	VMTS14.11.212	4	38	0
TS14.11	1326763080-1a87b16fb3bc388e77d34120d192e1ab-10	VMTS14.11.087	72	146	0
TS14.11	1326766080-48114cee2e9011e3d9cec7df237cbbc3-41	VMTS14.11.006	265	308	0
TS14.11	1326766080-48114cee2e9011e3d9cec7df237cbbc3-41	VMTS14.11.024	75	131	0
TS14.11	1326766080-48114cee2e9011e3d9cec7df237cbbc3-41	VMTS14.11.091	0	32	0
TS14.11	1326766080-48114cee2e9011e3d9cec7df237cbbc3-41	VMTS14.11.242	309	425	0
TS14.11	1326766800-1704ea11a321913616fadacb19e1e35d-50	VMTS14.11.064	0	49	0
TS14.11	1326766800-1704ea11a321913616fadacb19e1e35d-67	VMTS14.11.137	31	165	0
TS14.11	1326771120-f1468808351f7883828b9a57817b2148-46	VMTS14.11.002	64	119	0
TS14.11	1326771120-f1468808351f7883828b9a57817b2148-46	VMTS14.11.024	4	61	0
TS14.11	1326774420-3a2dca70747f5065aad6ed583335ff81-4	VMTS14.11.099	0	38	0
TS14.11	1326787740-7e4c8889cfdc688b0741e6986f7831d4-130	VMTS14.11.019	0	70	0
TS14.11	1326788640-34c851a65107f59b8dacbebeccd4fbb5-28	VMTS14.11.212	2	57	0
TS14.11	1326788820-a49890f6ecae8ecf4898ad40970bcfb3-131	VMTS14.11.019	0	70	0
TS14.11	1326792240-db7e2014d53b52a9b1d1fb8fb88e81eb-10	VMTS14.11.170	0	110	0
TS14.11	1326792240-db7e2014d53b52a9b1d1fb8fb88e81eb-33	VMTS14.11.253	0	225	0
TS14.11	1326793500-f87733dca01ecf5ceaf40f5fcde2b432-157	VMTS14.11.138	101	149	0
TS14.11	1326797100-bb9a77a609295e081056c17037546d5f-21	VMTS14.11.132	25	89	0
TS14.11	1326797460-4372cca6e62051e7f673b0500ed87dff-152	VMTS14.11.064	0	60	0
TS14.11	1326797460-4372cca6e62051e7f673b0500ed87dff-236	VMTS14.11.064	0	61	0
TS14.11	1326798300-b8cd5e7f22cfc3cafe01c4f7512ca548-26	VMTS14.11.132	77	169	0
TS14.11	1326798300-b8cd5e7f22cfc3cafe01c4f7512ca548-42	VMTS14.11.008	0	95	0
TS14.11	1326802020-5ff56179b284b4ab478bdcf6198be5eb-224	VMTS14.11.002	34	106	0
TS14.11	1326802020-5ff56179b284b4ab478bdcf6198be5eb-224	VMTS14.11.026	4	34	0
TS14.11	1326802380-14b0852098809942638f2c06c9bbbd0c-147	VMTS14.11.064	0	60	0
TS14.11	1326802380-14b0852098809942638f2c06c9bbbd0c-231	VMTS14.11.064	0	61	0
TS14.11	1326806760-aa6ddb7911cb70878875be226a6fe6a1-14	VMTS14.11.142	4	140	0
TS14.11	1326808500-ddca632d3af739b7cb74743cb458ed03-131	VMTS14.11.019	0	70	0
TS14.11	1326812340-db303c99f23e57af31ae4c6668067e41-249	VMTS14.11.001	0	36	0
TS14.11	1326814620-1765357fa737ecd2df9a9aa31a483f6c-29	VMTS14.11.141	4	59	0
TS14.11	1326814620-1765357fa737ecd2df9a9aa31a483f6c-32	VMTS14.11.191	92	153	0
TS14.11	1326816120-d99d7a0f9963186a4aeb06b25cb5febf-50	VMTS14.11.083	0	63	0
TS14.11	1326816300-0719f515c8e730346cde1a8806db3d2f-36	VMTS14.11.099	69	120	0
TS14.11	1326816960-944dcfebb60c9aaba9577d6c2dc33783-45	VMTS14.11.019	62	115	0
TS14.11	1326816960-944dcfebb60c9aaba9577d6c2dc33783-45	VMTS14.11.093	116	171	0
TS14.11	1326816960-944dcfebb60c9aaba9577d6c2dc33783-45	VMTS14.11.132	0	50	0
TS14.11	1326816960-944dcfebb60c9aaba9577d6c2dc33783-47	VMTS14.11.004	13	62	0
TS14.11	1326816960-944dcfebb60c9aaba9577d6c2dc33783-47	VMTS14.11.211	63	135	0
TS14.11	1326818340-21a6d8cc406c605c306ef839ac97ffc5-36	VMTS14.11.241	70	134	0
TS14.11	1326819060-3794c1e24966724d7c68c43b6c208daa-129	VMTS14.11.019	0	70	0
TS14.11	1326825000-8ffdcfd2309b12e23d82813cd86c8d15-23	VMTS14.11.087	35	133	0
TS14.11	1326825180-c3ea579775e6ab257e2e6a3fc4f047d6-79	VMTS14.11.143	118	179	0
TS14.11	1326825840-0d801012209417085066baa8556288f8-41	VMTS14.11.251	89	156	0
TS14.11	1326826200-daa2163d281afd4ef01ffc08a5e5ebe6-25	VMTS14.11.064	52	173	0
TS14.11	1326827220-4d004a2c9a481b5b7e039efc01354f61-23	VMTS14.11.026	18	38	0
TS14.11	1326827220-4d004a2c9a481b5b7e039efc01354f61-23	VMTS14.11.036	45	80	0
TS14.11	1326827220-4d004a2c9a481b5b7e039efc01354f61-23	VMTS14.11.087	134	210	0
TS14.11	1326829740-4bbe1a70195d162a487d0c1ad3b7a9b8-116	VMTS14.11.141	3	88	0
TS14.11	1326829740-4bbe1a70195d162a487d0c1ad3b7a9b8-121	VMTS14.11.019	1	214	0
TS14.11	1326830460-3193da6cd3b4aac80f4bc4eb7eb9986b-119	VMTS14.11.004	0	22	0
TS14.11	1326831900-96f70b72bf2a123aa6d2bf62f05276df-27	VMTS14.11.099	39	79	0
TS14.11	1326832680-cf320edc667f0df7b4cafcde8feba71c-81	VMTS14.11.002	64	106	0
TS14.11	1326832680-cf320edc667f0df7b4cafcde8feba71c-81	VMTS14.11.024	4	55	0
TS14.11	1326834360-26e57ad0c5aa87a24a432d51f72a1bb1-227	VMTS14.11.143	63	102	0
TS14.11	1326834360-26e57ad0c5aa87a24a432d51f72a1bb1-233	VMTS14.11.132	26	36	1
TS14.11	1326844920-c9308cba0474c353ee8f4c47e6d03987-77	VMTS14.11.242	4	147	0
TS14.11	1326847080-27e445c438acbf9189f64f57a05f3538-105	VMTS14.11.026	169	198	0
TS14.11	1326847080-27e445c438acbf9189f64f57a05f3538-192	VMTS14.11.099	70	189	0
TS14.11	1326847500-d2154ba94213e0a1c13bca568920e4cf-23	VMTS14.11.143	0	42	0
TS14.11	1326854040-067ef194e2ac0c2014a1684e848269f6-23	VMTS14.11.141	87	204	0
TS14.11	1326879780-25cb41703b1799fa11b983d621e49404-75	VMTS14.11.012	2	69	0
TS14.11	1326889680-34f2102dba81d6464ee5348461bf7458-62	VMTS14.11.229	27	110	0
TS14.11	1326889680-34f2102dba81d6464ee5348461bf7458-64	VMTS14.11.192	46	56	1
TS14.11	1326889680-34f2102dba81d6464ee5348461bf7458-65	VMTS14.11.239	27	103	0
TS14.11	1326889680-34f2102dba81d6464ee5348461bf7458-66	VMTS14.11.223	27	86	0
TS14.11	1326894300-d913840e84153e07985bb99977b73557-153	VMTS14.11.193	0	69	0
TS14.11	1326898440-f479cdac2bde6c03b724896f0e14136f-24	VMTS14.11.038	3	128	0
TS14.11	1326905100-75482bd908b345bddca919eda0073076-0	VMTS14.11.239	0	68	0
TS14.11	1326907800-535f6efc1c0c691f7f554e6a37845ded-31	VMTS14.11.024	218	287	0
TS14.11	1326907800-535f6efc1c0c691f7f554e6a37845ded-31	VMTS14.11.108	296	348	0
TS14.11	1326907800-535f6efc1c0c691f7f554e6a37845ded-31	VMTS14.11.124	114	193	0
TS14.11	1326909900-fc654909da1cae99b7c78c9b9e990894-45	VMTS14.11.242	85	139	0
TS14.11	1326919320-39cf27d51f833ce08cb382401dcc580f-72	VMTS14.11.159	2	140	0
TS14.11	1326929460-46b8fa19cd52469c04e7abce095d25a5-259	VMTS14.11.003	11	124	0
TS14.11	1326929460-46b8fa19cd52469c04e7abce095d25a5-311	VMTS14.11.192	44	54	1
TS14.11	1326932580-a248005cc6e08d2a78d9d5c21466f362-11	VMTS14.11.004	0	56	0
TS14.11	1326943200-c28cf63a02c7b5021020faf8e8e7de94-125	VMTS14.11.004	4	57	0
TS14.11	1326943200-c28cf63a02c7b5021020faf8e8e7de94-125	VMTS14.11.088	129	178	0
TS14.11	1326943200-c28cf63a02c7b5021020faf8e8e7de94-136	VMTS14.11.064	8	132	0
TS14.11	1326943200-c28cf63a02c7b5021020faf8e8e7de94-171	VMTS14.11.004	4	42	0
TS14.11	1326943200-c28cf63a02c7b5021020faf8e8e7de94-185	VMTS14.11.004	0	53	0
TS14.11	1326943200-c28cf63a02c7b5021020faf8e8e7de94-189	VMTS14.11.143	16	56	0
TS14.11	1326943200-c28cf63a02c7b5021020faf8e8e7de94-194	VMTS14.11.139	0	65	0
TS14.11	1326949980-63f839b5a97c89f772b3faf9cf8d9522-38	VMTS14.11.125	10	59	0
TS14.11	1326952200-d8bdf6337767362cc9e7eb83e7e1c19f-77	VMTS14.11.191	14	54	0
TS14.11	1326952200-d8bdf6337767362cc9e7eb83e7e1c19f-84	VMTS14.11.001	4	52	0
TS14.11	1326952200-d8bdf6337767362cc9e7eb83e7e1c19f-84	VMTS14.11.099	57	92	0
TS14.11	1326974160-fc232cd9e2624dc506fb4a7805531e28-249	VMTS14.11.004	16	66	0
TS14.11	1326974160-fc232cd9e2624dc506fb4a7805531e28-78	VMTS14.11.064	0	60	0
