query_id	update_id	nugget_id	match_start	match_end	auto_p
1	1329999700-d720a39f2d8058962abd0f3535f96c2b-4	VMTS13.01.055	32	48	0
1	1329999700-d720a39f2d8058962abd0f3535f96c2b-4	VMTS13.01.050	0	24	0
1	1329999700-d720a39f2d8058962abd0f3535f96c2b-2	VMTS13.01.078	130	147	0
1	1329999700-d720a39f2d8058962abd0f3535f96c2b-2	VMTS13.01.060	183	196	0
1	1329999700-d720a39f2d8058962abd0f3535f96c2b-2	VMTS13.01.058	39	119	0
1	1329999700-d720a39f2d8058962abd0f3535f96c2b-2	VMTS13.01.052	152	169	0
1	1329992856-2255be82779659590841451c5f5aebf6-2	VMTS13.01.078	24	59	0
1	1329992856-2255be82779659590841451c5f5aebf6-2	VMTS13.01.077	64	86	0
1	1329992856-2255be82779659590841451c5f5aebf6-2	VMTS13.01.064	93	135	0
1	1329990480-0a7fc23ca9f5558b9a005d4076db2cf1-6	VMTS13.01.064	7	59	0
1	1329990480-0a7fc23ca9f5558b9a005d4076db2cf1-6	VMTS13.01.050	70	104	0
1	1329990480-0a7fc23ca9f5558b9a005d4076db2cf1-5	VMTS13.01.058	20	54	0
1	1329990480-0a7fc23ca9f5558b9a005d4076db2cf1-2	VMTS13.01.078	113	129	0
1	1329990480-0a7fc23ca9f5558b9a005d4076db2cf1-2	VMTS13.01.077	134	156	0
1	1329990480-0a7fc23ca9f5558b9a005d4076db2cf1-2	VMTS13.01.050	92	192	0
1	1329990480-0a7fc23ca9f5558b9a005d4076db2cf1-10	VMTS13.01.078	102	110	0
1	1329990480-0a7fc23ca9f5558b9a005d4076db2cf1-10	VMTS13.01.073	127	153	0
1	1329990480-0a7fc23ca9f5558b9a005d4076db2cf1-10	VMTS13.01.054	370	380	0
1	1329990480-0a7fc23ca9f5558b9a005d4076db2cf1-10	VMTS13.01.052	299	337	0
1	1329990480-0a7fc23ca9f5558b9a005d4076db2cf1-10	VMTS13.01.050	393	417	0
1	1329989340-ebab816543d511c58d16c00fe202d6d3-10	VMTS13.01.052	0	37	0
1	1329986422-a92b3f8400cc5420fde0fbf572605984-5	VMTS13.01.058	123	176	0
1	1329986422-a92b3f8400cc5420fde0fbf572605984-3	VMTS13.01.077	29	58	0
1	1329985740-d1c96a1144e0eb5a64a84c3970cd0d16-9	VMTS13.01.074	51	82	0
1	1329985740-d1c96a1144e0eb5a64a84c3970cd0d16-9	VMTS13.01.073	0	46	0
1	1329990480-0a7fc23ca9f5558b9a005d4076db2cf1-6	VMTS13.01.073	133	198	0
1	1329990480-0a7fc23ca9f5558b9a005d4076db2cf1-6	VMTS13.01.077	252	268	0
1	1329992856-2255be82779659590841451c5f5aebf6-2	VMTS13.01.050	99	123	0
1	1329992856-2255be82779659590841451c5f5aebf6-10	VMTS13.01.064	24	74	0
1	1329992856-2255be82779659590841451c5f5aebf6-10	VMTS13.01.050	5	54	0
1	1329992856-2255be82779659590841451c5f5aebf6-1	VMTS13.01.050	26	65	0
1	1329992856-2255be82779659590841451c5f5aebf6-0	VMTS13.01.078	40	49	0
1	1329992856-2255be82779659590841451c5f5aebf6-0	VMTS13.01.050	0	37	0
1	1329992420-5227df9e33ef4dd7e519489f9d8dc206-5	VMTS13.01.078	97	121	0
1	1329992420-5227df9e33ef4dd7e519489f9d8dc206-5	VMTS13.01.052	127	144	0
1	1329991680-41eaf78f7ac4f763f4fa054fc1009f73-1	VMTS13.01.078	34	51	0
1	1329991680-41eaf78f7ac4f763f4fa054fc1009f73-1	VMTS13.01.050	0	32	0
1	1329991525-f30ba44c3faa93f384a5af81af5ff5f4-0	VMTS13.01.078	28	46	0
1	1329991525-f30ba44c3faa93f384a5af81af5ff5f4-0	VMTS13.01.050	0	27	0
1	1329990977-db9806526fc2079a3cf1495d94802533-3	VMTS13.01.078	43	59	0
1	1329990977-db9806526fc2079a3cf1495d94802533-3	VMTS13.01.077	64	80	0
1	1329990977-db9806526fc2079a3cf1495d94802533-3	VMTS13.01.050	2	42	0
1	1329990480-0a7fc23ca9f5558b9a005d4076db2cf1-6	VMTS13.01.078	232	247	0
1	1329985380-823cfc439673a2783be18228e4b0f78f-2	VMTS13.01.078	34	51	0
1	1330009860-2d02f15efa966b9be9d49e1c10540a51-1	VMTS13.01.054	188	201	0
1	1330008688-a5aca17cf05d9982694ccfc4317147ef-11	VMTS13.01.050	0	34	0
1	1330008688-a5aca17cf05d9982694ccfc4317147ef-1	VMTS13.01.078	0	30	0
1	1330008688-a5aca17cf05d9982694ccfc4317147ef-1	VMTS13.01.077	35	46	0
1	1330008688-a5aca17cf05d9982694ccfc4317147ef-1	VMTS13.01.054	107	111	0
1	1330008688-a5aca17cf05d9982694ccfc4317147ef-1	VMTS13.01.050	50	94	0
1	1330008688-a5aca17cf05d9982694ccfc4317147ef-0	VMTS13.01.050	0	34	0
1	1330007004-c7cb813f1acbe05784f2596bab5a7cb7-3	VMTS13.01.103	38	69	0
1	1330007004-c7cb813f1acbe05784f2596bab5a7cb7-3	VMTS13.01.088	107	114	0
1	1330007004-c7cb813f1acbe05784f2596bab5a7cb7-3	VMTS13.01.065	89	105	0
1	1330007004-c7cb813f1acbe05784f2596bab5a7cb7-3	VMTS13.01.056	218	239	0
1	1330007004-c7cb813f1acbe05784f2596bab5a7cb7-3	VMTS13.01.055	201	217	0
1	1330007004-c7cb813f1acbe05784f2596bab5a7cb7-0	VMTS13.01.103	291	304	0
1	1330007004-c7cb813f1acbe05784f2596bab5a7cb7-0	VMTS13.01.088	216	227	0
1	1330007004-c7cb813f1acbe05784f2596bab5a7cb7-0	VMTS13.01.065	1094	1112	0
1	1330007004-c7cb813f1acbe05784f2596bab5a7cb7-0	VMTS13.01.056	570	591	0
1	1330007004-c7cb813f1acbe05784f2596bab5a7cb7-0	VMTS13.01.055	553	569	0
1	1330008838-e14858b7eb9a2be8a50518e3497ea92c-0	VMTS13.01.050	16	40	0
1	1330008838-e14858b7eb9a2be8a50518e3497ea92c-0	VMTS13.01.077	495	516	0
1	1330009860-2d02f15efa966b9be9d49e1c10540a51-1	VMTS13.01.050	25	45	0
1	1330009860-2d02f15efa966b9be9d49e1c10540a51-0	VMTS13.01.050	10	31	0
1	1330008838-e14858b7eb9a2be8a50518e3497ea92c-6	VMTS13.01.078	173	200	0
1	1330008838-e14858b7eb9a2be8a50518e3497ea92c-6	VMTS13.01.077	204	216	0
1	1330008838-e14858b7eb9a2be8a50518e3497ea92c-6	VMTS13.01.058	53	91	0
1	1330008838-e14858b7eb9a2be8a50518e3497ea92c-6	VMTS13.01.052	636	649	0
1	1330008838-e14858b7eb9a2be8a50518e3497ea92c-6	VMTS13.01.050	52	132	0
1	1330008838-e14858b7eb9a2be8a50518e3497ea92c-5	VMTS13.01.078	265	291	0
1	1330008838-e14858b7eb9a2be8a50518e3497ea92c-5	VMTS13.01.077	296	309	0
1	1330008838-e14858b7eb9a2be8a50518e3497ea92c-5	VMTS13.01.058	145	184	0
1	1330008838-e14858b7eb9a2be8a50518e3497ea92c-5	VMTS13.01.050	64	92	0
1	1330008838-e14858b7eb9a2be8a50518e3497ea92c-2	VMTS13.01.078	191	221	0
1	1330008838-e14858b7eb9a2be8a50518e3497ea92c-2	VMTS13.01.077	226	242	0
1	1330008838-e14858b7eb9a2be8a50518e3497ea92c-2	VMTS13.01.052	162	175	0
1	1330008838-e14858b7eb9a2be8a50518e3497ea92c-2	VMTS13.01.050	136	160	0
1	1330008838-e14858b7eb9a2be8a50518e3497ea92c-0	VMTS13.01.078	465	490	0
1	1330007004-c7cb813f1acbe05784f2596bab5a7cb7-0	VMTS13.01.054	1056	1072	0
1	1330007004-c7cb813f1acbe05784f2596bab5a7cb7-0	VMTS13.01.050	1	26	0
1	1330007004-8e13839e194247c8315836e61f42fa80-0	VMTS13.01.103	250	264	0
1	1330007003-1a2e78ce9f74cf1f90325a329542ca51-1	VMTS13.01.068	90	104	0
1	1330004323-01716668642026168429dca6547d433e-4	VMTS13.01.050	95	119	0
1	1330003205-a361ee100c9b058a0f0f4355cec64047-8	VMTS13.01.070	90	113	0
1	1330003205-a361ee100c9b058a0f0f4355cec64047-8	VMTS13.01.065	55	76	0
1	1330003205-a361ee100c9b058a0f0f4355cec64047-28	VMTS13.01.075	1	122	0
1	1330003205-a361ee100c9b058a0f0f4355cec64047-26	VMTS13.01.083	0	108	0
1	1330003205-a361ee100c9b058a0f0f4355cec64047-25	VMTS13.01.068	54	68	0
1	1330003205-a361ee100c9b058a0f0f4355cec64047-20	VMTS13.01.090	1	22	0
1	1330003205-a361ee100c9b058a0f0f4355cec64047-20	VMTS13.01.071	16	43	0
1	1330003205-a361ee100c9b058a0f0f4355cec64047-20	VMTS13.01.052	53	72	0
1	1330003205-a361ee100c9b058a0f0f4355cec64047-18	VMTS13.01.065	88	110	0
1	1330003205-a361ee100c9b058a0f0f4355cec64047-18	VMTS13.01.064	88	110	0
1	1330003205-a361ee100c9b058a0f0f4355cec64047-18	VMTS13.01.050	64	141	0
1	1330003205-a361ee100c9b058a0f0f4355cec64047-13	VMTS13.01.078	12	33	0
1	1330003205-a361ee100c9b058a0f0f4355cec64047-10	VMTS13.01.064	107	161	0
1	1330003205-a361ee100c9b058a0f0f4355cec64047-10	VMTS13.01.050	108	140	0
1	1330007003-1a2e78ce9f74cf1f90325a329542ca51-1	VMTS13.01.072	121	184	0
1	1330007004-120a0018f879f129128f94a31f383538-0	VMTS13.01.050	0	26	0
1	1330007004-8e13839e194247c8315836e61f42fa80-0	VMTS13.01.088	176	188	0
1	1330007004-8e13839e194247c8315836e61f42fa80-0	VMTS13.01.065	188	204	0
1	1330007004-8e13839e194247c8315836e61f42fa80-0	VMTS13.01.054	1016	1032	0
1	1330007004-8e13839e194247c8315836e61f42fa80-0	VMTS13.01.050	0	26	0
1	1330007004-3cd4a8ff76801a7c43cb6ad71601afb0-0	VMTS13.01.103	288	302	0
1	1330007004-3cd4a8ff76801a7c43cb6ad71601afb0-0	VMTS13.01.088	216	228	0
1	1330007004-3cd4a8ff76801a7c43cb6ad71601afb0-0	VMTS13.01.065	228	243	0
1	1330007004-3cd4a8ff76801a7c43cb6ad71601afb0-0	VMTS13.01.056	527	548	0
1	1330007004-3cd4a8ff76801a7c43cb6ad71601afb0-0	VMTS13.01.055	746	762	0
1	1330007004-3cd4a8ff76801a7c43cb6ad71601afb0-0	VMTS13.01.050	0	26	0
1	1330007004-120a0018f879f129128f94a31f383538-0	VMTS13.01.103	302	313	0
1	1330007004-120a0018f879f129128f94a31f383538-0	VMTS13.01.088	218	225	0
1	1330007004-120a0018f879f129128f94a31f383538-0	VMTS13.01.065	929	948	0
1	1330007004-120a0018f879f129128f94a31f383538-0	VMTS13.01.056	405	425	0
1	1330007004-120a0018f879f129128f94a31f383538-0	VMTS13.01.055	388	404	0
1	1330007004-120a0018f879f129128f94a31f383538-0	VMTS13.01.054	891	907	0
1	1330003205-a361ee100c9b058a0f0f4355cec64047-0	VMTS13.01.078	25	33	0
1	1329985380-823cfc439673a2783be18228e4b0f78f-2	VMTS13.01.077	185	207	0
1	1329978120-6a1d96b870a1d4820376a6abde8f6d66-4	VMTS13.01.078	117	140	0
1	1329976020-1e42b660a11e5e6c794ead5b5ce70a6a-8	VMTS13.01.050	100	165	0
1	1329976020-1e42b660a11e5e6c794ead5b5ce70a6a-14	VMTS13.01.070	86	122	0
1	1329976020-1e42b660a11e5e6c794ead5b5ce70a6a-14	VMTS13.01.065	55	77	0
1	1329976020-1e42b660a11e5e6c794ead5b5ce70a6a-14	VMTS13.01.050	86	151	0
1	1329976020-1e42b660a11e5e6c794ead5b5ce70a6a-12	VMTS13.01.065	78	99	0
1	1329976020-1e42b660a11e5e6c794ead5b5ce70a6a-12	VMTS13.01.050	64	135	0
1	1329976020-1e42b660a11e5e6c794ead5b5ce70a6a-11	VMTS13.01.065	92	120	0
1	1329976020-1e42b660a11e5e6c794ead5b5ce70a6a-11	VMTS13.01.050	79	166	0
1	1329976020-1e42b660a11e5e6c794ead5b5ce70a6a-1	VMTS13.01.051	37	64	0
1	1329976020-1e42b660a11e5e6c794ead5b5ce70a6a-1	VMTS13.01.050	46	95	0
1	1329975968-51f493a3505611332b49a4989b1e2fa5-1	VMTS13.01.088	340	359	0
1	1329975968-51f493a3505611332b49a4989b1e2fa5-1	VMTS13.01.078	163	181	0
1	1329975968-51f493a3505611332b49a4989b1e2fa5-1	VMTS13.01.065	139	151	0
1	1329975968-51f493a3505611332b49a4989b1e2fa5-1	VMTS13.01.058	76	116	0
1	1329975968-51f493a3505611332b49a4989b1e2fa5-1	VMTS13.01.056	382	411	0
1	1329975968-51f493a3505611332b49a4989b1e2fa5-1	VMTS13.01.052	185	203	0
1	1329976020-1e42b660a11e5e6c794ead5b5ce70a6a-8	VMTS13.01.065	62	91	0
1	1329976020-1e42b660a11e5e6c794ead5b5ce70a6a-8	VMTS13.01.070	100	136	0
1	1329978120-6a1d96b870a1d4820376a6abde8f6d66-4	VMTS13.01.077	142	154	0
1	1329978120-6a1d96b870a1d4820376a6abde8f6d66-4	VMTS13.01.058	24	59	0
1	1329978120-6a1d96b870a1d4820376a6abde8f6d66-4	VMTS13.01.050	24	97	0
1	1329978120-6a1d96b870a1d4820376a6abde8f6d66-1	VMTS13.01.078	113	136	0
1	1329978120-6a1d96b870a1d4820376a6abde8f6d66-1	VMTS13.01.077	138	149	0
1	1329978120-6a1d96b870a1d4820376a6abde8f6d66-1	VMTS13.01.058	20	56	0
1	1329978120-6a1d96b870a1d4820376a6abde8f6d66-1	VMTS13.01.050	20	93	0
1	1329977034-6d5ad58da718a6028817470ba1ed82f6-0	VMTS13.01.057	439	466	1
1	1329976034-7bb86ba1ecb43a1672ad597a7d72737c-0	VMTS13.01.078	191	208	0
1	1329976034-7bb86ba1ecb43a1672ad597a7d72737c-0	VMTS13.01.062	145	176	0
1	1329976034-7bb86ba1ecb43a1672ad597a7d72737c-0	VMTS13.01.060	244	257	0
1	1329976034-7bb86ba1ecb43a1672ad597a7d72737c-0	VMTS13.01.052	213	230	0
1	1329976034-7bb86ba1ecb43a1672ad597a7d72737c-0	VMTS13.01.050	0	34	0
1	1329976020-1e42b660a11e5e6c794ead5b5ce70a6a-9	VMTS13.01.070	70	107	0
1	1329976020-1e42b660a11e5e6c794ead5b5ce70a6a-9	VMTS13.01.065	32	61	0
1	1329976020-1e42b660a11e5e6c794ead5b5ce70a6a-9	VMTS13.01.050	70	135	0
1	1329975968-51f493a3505611332b49a4989b1e2fa5-1	VMTS13.01.050	13	47	0
1	1329975968-0ae32e0da86f299a2b4a63f20b2d6480-3	VMTS13.01.065	70	82	0
1	1329975968-0ae32e0da86f299a2b4a63f20b2d6480-3	VMTS13.01.058	0	9	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-18	VMTS13.01.050	122	143	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-15	VMTS13.01.058	4	30	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-14	VMTS13.01.088	112	137	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-14	VMTS13.01.081	150	166	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-14	VMTS13.01.050	64	84	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-13	VMTS13.01.085	46	100	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-12	VMTS13.01.088	233	286	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-12	VMTS13.01.084	288	312	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-12	VMTS13.01.052	202	219	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-12	VMTS13.01.050	248	274	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-10	VMTS13.01.078	31	49	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-10	VMTS13.01.056	54	84	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-10	VMTS13.01.050	4	25	0
1	1329974836-de328d36a3026b2a7c368aa2cf8dcfb9-1	VMTS13.01.078	127	144	0
1	1329974836-de328d36a3026b2a7c368aa2cf8dcfb9-1	VMTS13.01.077	149	171	0
1	1329974836-de328d36a3026b2a7c368aa2cf8dcfb9-1	VMTS13.01.064	175	229	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-18	VMTS13.01.062	282	342	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-18	VMTS13.01.065	43	57	0
1	1329975968-0ae32e0da86f299a2b4a63f20b2d6480-3	VMTS13.01.055	84	98	0
1	1329975968-0ae32e0da86f299a2b4a63f20b2d6480-3	VMTS13.01.050	10	69	0
1	1329975968-0ae32e0da86f299a2b4a63f20b2d6480-1	VMTS13.01.078	37	60	0
1	1329975968-0ae32e0da86f299a2b4a63f20b2d6480-1	VMTS13.01.065	178	191	0
1	1329975968-0ae32e0da86f299a2b4a63f20b2d6480-1	VMTS13.01.058	116	154	0
1	1329975968-0ae32e0da86f299a2b4a63f20b2d6480-1	VMTS13.01.052	201	223	0
1	1329975968-0ae32e0da86f299a2b4a63f20b2d6480-1	VMTS13.01.050	116	170	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-6	VMTS13.01.050	35	131	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-33	VMTS13.01.078	198	205	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-33	VMTS13.01.050	100	120	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-20	VMTS13.01.078	260	277	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-20	VMTS13.01.077	281	304	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-20	VMTS13.01.050	223	259	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-19	VMTS13.01.050	119	143	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-18	VMTS13.01.078	198	224	0
1	1329975900-558ed8b7394e50782ca5ec105fa9455b-18	VMTS13.01.077	229	249	0
1	1329974836-de328d36a3026b2a7c368aa2cf8dcfb9-1	VMTS13.01.058	33	63	0
1	1329985380-823cfc439673a2783be18228e4b0f78f-2	VMTS13.01.064	211	260	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-17	VMTS13.01.050	146	164	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-15	VMTS13.01.078	112	129	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-15	VMTS13.01.077	134	156	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-15	VMTS13.01.065	376	391	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-15	VMTS13.01.064	160	214	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-15	VMTS13.01.058	18	47	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-15	VMTS13.01.050	248	271	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-14	VMTS13.01.070	163	228	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-14	VMTS13.01.065	42	57	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-14	VMTS13.01.054	254	271	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-14	VMTS13.01.050	91	115	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-13	VMTS13.01.070	15	79	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-12	VMTS13.01.078	3	29	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-12	VMTS13.01.077	50	90	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-0	VMTS13.01.050	0	24	0
1	1329984041-e266a05d3040647468cd8aca4a19fb4c-4	VMTS13.01.065	69	89	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-17	VMTS13.01.065	145	164	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-19	VMTS13.01.050	16	40	0
1	1329985380-823cfc439673a2783be18228e4b0f78f-2	VMTS13.01.050	85	124	0
1	1329984600-1f0492256439fa6d0a90cbb222d82a02-1	VMTS13.01.065	29	41	0
1	1329984600-1f0492256439fa6d0a90cbb222d82a02-1	VMTS13.01.054	62	72	0
1	1329984600-1f0492256439fa6d0a90cbb222d82a02-1	VMTS13.01.050	15	57	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-23	VMTS13.01.065	122	140	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-23	VMTS13.01.054	176	195	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-23	VMTS13.01.050	17	40	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-21	VMTS13.01.065	129	147	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-21	VMTS13.01.054	197	216	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-21	VMTS13.01.050	16	39	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-20	VMTS13.01.070	145	180	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-20	VMTS13.01.065	117	136	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-20	VMTS13.01.054	211	227	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-20	VMTS13.01.050	16	40	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-19	VMTS13.01.065	145	163	0
1	1329984180-318f794b620c1b1d8f2e3be9d9ebd318-19	VMTS13.01.054	193	210	0
1	1329983880-174153342608af0974c4deb8515c2e36-0	VMTS13.01.078	23	30	0
1	1329983880-174153342608af0974c4deb8515c2e36-0	VMTS13.01.065	614	626	0
1	1329983880-174153342608af0974c4deb8515c2e36-0	VMTS13.01.058	552	590	0
1	1329980700-cf560fe9d3f6323e8e8093dfa808fa90-16	VMTS13.01.051	186	212	0
1	1329980700-cf560fe9d3f6323e8e8093dfa808fa90-16	VMTS13.01.050	155	176	0
1	1329979563-f24058025ec2dc01b95816d9608829ef-1	VMTS13.01.065	39	54	0
1	1329979563-f24058025ec2dc01b95816d9608829ef-1	VMTS13.01.062	4	38	0
1	1329979563-f24058025ec2dc01b95816d9608829ef-1	VMTS13.01.050	4	81	0
1	1329978761-a45d88965e5bac55beace01ea9e5f35b-0	VMTS13.01.050	12	33	0
1	1329978638-e093ddac6e26cc0f6d0ff7fdceef2df6-4	VMTS13.01.078	328	352	0
1	1329978638-e093ddac6e26cc0f6d0ff7fdceef2df6-4	VMTS13.01.077	354	365	0
1	1329978638-e093ddac6e26cc0f6d0ff7fdceef2df6-4	VMTS13.01.070	2	137	0
1	1329978638-e093ddac6e26cc0f6d0ff7fdceef2df6-4	VMTS13.01.058	226	233	0
1	1329978638-e093ddac6e26cc0f6d0ff7fdceef2df6-4	VMTS13.01.050	226	299	0
1	1329978638-e093ddac6e26cc0f6d0ff7fdceef2df6-1	VMTS13.01.078	135	159	0
1	1329978638-e093ddac6e26cc0f6d0ff7fdceef2df6-1	VMTS13.01.077	161	172	0
1	1329978638-e093ddac6e26cc0f6d0ff7fdceef2df6-1	VMTS13.01.058	33	69	0
1	1329978638-e093ddac6e26cc0f6d0ff7fdceef2df6-1	VMTS13.01.050	33	107	0
1	1329978638-be4216a725fbe8bc82270ecab3691d92-4	VMTS13.01.078	0	15	0
1	1329980700-cf560fe9d3f6323e8e8093dfa808fa90-16	VMTS13.01.052	431	447	0
1	1329980700-cf560fe9d3f6323e8e8093dfa808fa90-16	VMTS13.01.056	140	151	0
1	1329983880-174153342608af0974c4deb8515c2e36-0	VMTS13.01.054	658	674	0
1	1329983880-174153342608af0974c4deb8515c2e36-0	VMTS13.01.052	35	47	0
1	1329983880-174153342608af0974c4deb8515c2e36-0	VMTS13.01.050	0	21	0
1	1329982573-1bdf5bd077cdc53b4b45e103a5dd1e4f-4	VMTS13.01.078	55	79	0
1	1329982573-1bdf5bd077cdc53b4b45e103a5dd1e4f-4	VMTS13.01.052	84	100	0
1	1329982573-1bdf5bd077cdc53b4b45e103a5dd1e4f-4	VMTS13.01.050	10	52	0
1	1329982543-da393bd9e463c93ff57dda9f44fbafb9-7	VMTS13.01.065	75	103	0
1	1329982543-da393bd9e463c93ff57dda9f44fbafb9-7	VMTS13.01.058	36	74	0
1	1329982543-da393bd9e463c93ff57dda9f44fbafb9-7	VMTS13.01.050	36	90	0
1	1329981480-9580894444b4349f5e8bc3ae2e25dc77-1	VMTS13.01.065	38	53	0
1	1329981480-9580894444b4349f5e8bc3ae2e25dc77-1	VMTS13.01.062	4	37	0
1	1329981480-9580894444b4349f5e8bc3ae2e25dc77-1	VMTS13.01.050	4	69	0
1	1329981366-ab1ef04a6dbdd21334b19ec08acc18ee-6	VMTS13.01.078	0	9	0
1	1329981366-ab1ef04a6dbdd21334b19ec08acc18ee-6	VMTS13.01.050	13	35	0
1	1329981366-ab1ef04a6dbdd21334b19ec08acc18ee-1	VMTS13.01.050	107	141	0
1	1329980700-cf560fe9d3f6323e8e8093dfa808fa90-16	VMTS13.01.058	254	284	0
1	1329978638-be4216a725fbe8bc82270ecab3691d92-4	VMTS13.01.050	35	56	0
